4,61,101,27,63,51
40,80,62,105,2,76
46,68,71,69,65,13
107,119,127,24,78,102
20,1,131,46,65,75
97,36,26,129,18,60
119,103,5,109,73,64
47,7,98,128,74,91
124,92,104,124,88,97
104,117,69,6,101,110
24,99,56,133,126,30
107,116,117,45,59,102
84,35,84,53,83,113
112,66,120,90,87,128
90,106,84,25,100,55
30,3,67,65,3,69
66,118,53,67,11,49
131,82,143,122,93,100
125,100,123,113,114,90
136,118,88,71,70,125
123,57,100,70,65,123
102,92,34,92,26,33
123,63,16,122,79,30
103,104,131,79,136,72
29,5,75,39,66,41
83,45,120,43,60,116
59,76,31,90,114,103
55,50,129,98,63,81
128,53,128,75,3,4
134,59,23,101,123,69
78,6,73,37,50,48
81,128,141,129,132,58
57,25,85,78,43,36
17,109,29,61,86,52
62,74,105,114,48,25
142,6,111,42,141,24
26,75,73,62,58,42
132,4,34,1,82,113
105,95,115,140,101,46
106,79,125,123,144,49
82,135,56,108,111,121
107,45,3,85,131,40
110,39,23,141,100,119
85,82,77,136,137,143
120,54,80,114,142,108
5,132,137,81,89,82
4,53,125,3,41,126
10,128,121,35,122,65
18,68,72,9,2,12
4,1,22,66,13,76
78,110,37,8,143,7
130,89,137,80,143,56
136,70,29,105,144,73
138,91,32,44,105,4
5,27,19,73,137,60
22,125,115,86,55,82
70,54,32,31,97,87
26,22,130,122,51,78
32,29,48,28,45,132
110,136,51,34,2,33
54,43,53,70,83,70
129,112,15,138,59,28
73,71,74,52,126,70
1,142,71,64,96,52
68,106,118,16,120,71
93,47,77,20,130,71
5,138,21,66,41,2
141,15,80,62,34,50
7,144,74,109,37,39
3,39,58,11,113,130
17,52,126,23,6,119
62,72,132,19,8,138
45,1,40,135,27,39
111,134,17,13,4,5
77,63,135,70,124,73
12,64,49,31,72,139
24,76,93,3,69,113
61,47,68,36,124,114
134,114,42,137,120,80
33,31,61,108,29,118
101,10,55,112,2,143
1,14,91,63,139,140
113,1,23,94,10,41
7,100,115,18,27,121
144,140,7,8,93,117
118,90,85,72,73,81
70,142,80,65,43,19
32,104,58,59,73,95
92,127,4,133,138,67
12,110,47,2,43,64
22,29,44,134,26,51
61,75,36,69,79,120
23,36,13,48,5,63
89,109,63,127,5,127
62,57,87,61,1,4
127,24,37,103,66,64
8,57,19,39,79,132
46,136,106,68,69,138
35,144,130,21,77,6
58,40,57,91,116,141
43,76,31,63,135,60
135,9,69,128,15,125
26,8,144,17,131,41
35,27,23,60,66,78
20,111,108,3,55,67
111,120,134,38,28,53
140,48,103,50,111,133
31,131,65,52,121,110
129,134,6,130,72,118
66,9,133,70,51,142
117,22,54,44,59,54
28,94,81,60,59,32
76,133,117,137,8,58
91,92,15,124,66,131
136,61,10,113,50,120
25,118,138,141,134,58
36,14,116,90,93,53
21,14,96,25,133,132
129,57,56,122,46,121
61,40,9,64,21,107
56,132,48,56,109,26
49,5,142,45,54,72
8,61,112,131,137,98
143,107,106,126,123,133
43,11,76,98,44,60
132,20,49,85,105,14
94,45,126,131,11,33
96,110,136,18,116,121
40,20,11,58,33,68
141,43,140,138,136,64
34,71,16,133,65,129
68,89,140,128,8,142
59,68,10,30,81,72
26,116,45,30,50,62
51,27,14,56,124,16
5,28,143,103,93,51
50,141,46,40,50,17
76,2,23,48,24,130
125,16,30,14,49,38
29,144,49,97,53,9
3,130,4,41,48,106
4,66,19,41,142,83
57,115,144,2,24,52
126,134,43,19,74,38
57,49,1,31,90,29
102,137,7,92,143,60
48,101,5,136,143,37
97,54,103,23,45,26
88,37,38,98,1,11
65,6,125,23,51,63
20,131,116,21,16,49
46,30,139,22,117,102
54,144,59,139,52,31
38,18,23,138,67,32
8,118,62,69,53,49
61,99,19,77,37,26
119,43,8,122,32,139
99,13,42,35,94,22
133,110,92,102,6,77
56,24,119,37,34,46
74,66,7,109,100,141
135,119,24,7,90,7
133,30,102,141,31,57
131,139,20,29,37,142
52,88,78,16,108,95
104,9,135,22,46,85
94,122,22,89,14,139
47,114,127,107,62,83
109,47,27,67,86,139
44,67,79,128,7,52
91,29,37,75,17,6
125,1,19,44,48,90
39,33,36,87,6,138
86,42,99,8,108,52
120,49,137,108,28,84
34,13,99,42,12,129
99,24,38,124,88,92
112,86,55,74,43,8
93,29,101,124,127,69
14,7,25,32,36,55
16,95,138,130,115,3
94,91,18,10,70,21
17,25,52,107,13,72
131,50,47,39,59,4
109,55,66,60,2,44
33,83,40,42,58,100
139,87,31,51,27,98
1,19,18,42,13,48
20,2,21,89,60,101
54,9,96,123,90,92
47,78,92,69,128,14
80,19,102,25,41,56
129,74,51,113,25,17
20,120,52,39,3,94
40,144,42,27,49,85
12,37,76,20,136,140
82,11,134,106,45,44
94,22,5,13,40,35
80,25,103,122,62,107
82,67,15,18,10,19
124,2,140,139,39,34
14,102,29,57,10,46
143,16,73,43,57,107
123,95,11,66,45,7
71,45,134,12,71,18
25,53,48,22,67,27
12,58,29,30,57,18
17,15,125,98,6,70
94,15,142,141,35,125
40,36,129,71,129,33
135,32,19,130,35,60
54,109,67,13,69,110
7,136,77,140,35,140
136,109,95,69,28,77
78,41,52,17,63,129
1,104,61,115,105,13
40,42,142,54,44,31
37,65,12,74,67,45
3,76,60,18,87,16
88,64,78,141,56,87
117,59,30,41,116,139
136,44,137,126,46,64
126,135,138,72,22,81
62,27,64,80,23,17
11,121,41,26,2,77
20,55,15,47,44,116
63,132,32,58,36,15
42,12,15,89,12,6
20,46,12,81,97,46
104,27,38,61,17,38
23,91,119,101,117,114
52,53,56,99,40,88
76,113,11,111,41,65
4,127,25,97,8,39
82,88,64,114,25,23
1,123,40,26,89,36
120,98,128,34,79,93
44,23,20,137,71,60
43,11,139,41,135,127
32,112,144,79,111,17
133,103,24,55,124,55
133,97,10,84,21,140
48,141,96,34,54,77
105,57,86,87,16,45
98,24,10,87,75,59
6,106,31,39,33,103
61,11,112,21,14,83
